ItemCodigo;CompetenciaCodigo;UnidadCodigo;ObjetivoCodigo;GradoCodigo;DificultadItemCodigo;ItemOmision;ItemBiserial;ItemDificultad;ItemTRIa;ItemTRIb;ItemTRIc;ItemProbAdmin;AreaCodigo;SubObjetivoCodigo
MAT2141;20;6;34;3;0;0;0;0;1.728;-1.416;0;1;1;71
MAT2151;20;11;41;8;0;0;0;0;0.537;1.68;0;1;1;32
MAT2160;18;6;30;8;0;0;0;0;0.535;1.133;0;1;1;115
MAT2172;20;6;30;3;2;0;0;0;0.727;0.404;0;1;1;66
MAT2173;18;8;47;6;0;0;0;0;1.324;0.177;0;0.217828;1;133
MAT2175;18;12;43;5;0;0;0;0;0.738;-0.079;0;1;1;4
MAT2176;18;6;30;4;2;0;0;0;0.955;-1.241;0;1;1;61
MAT2177;19;6;35;3;0;0;0;0;2.148;-1.191;0;0.249754;1;80
MAT2181;18;6;44;3;3;0;0;0;0.969;0.413;0;1;1;111
MAT2183;18;8;47;4;0;0;0;0;0.765;0.069;0;1;1;129
MAT2185;18;6;35;3;0;0;0;0;1.41;-0.72;0;1;1;80
MAT2186;18;8;47;3;0;0;0;0;1.022;-1.394;0;1;1;129
MAT2187;20;8;46;4;0;0;0;0;0.581;1.504;0;1;1;125
MAT2189;20;6;34;3;2;0;0;0;0.666;-0.878;0;1;1;71
MAT2190;18;6;30;5;0;0;0;0;1.043;0.147;0;1;1;64
MAT2191;20;6;34;3;2;0;0;0;1.555;-0.888;0;1;1;71
MAT2192;18;9;39;6;2;0;0;0;0.57;0.893;0;1;1;29
MAT2193;20;6;35;5;0;0;0;0;1.607;-0.297;0;0.228553;1;80
MAT2194;20;6;30;4;2;0;0;0;0.646;0.068;0;1;1;61
MAT2195;18;11;41;5;0;0;0;0;1.1;-0.191;0;1;1;31
MAT2198;20;6;35;5;0;0;0;0;0.764;-0.916;0;1;1;80
MAT2202;20;6;34;6;0;0;0;0;0.732;1.083;0;1;1;71
MAT2205;18;12;43;3;2;0;0;0;1.563;0.319;0;0.073642;1;8
MAT2206;18;6;44;4;0;0;0;0;0.928;1.023;0;1;1;111
MAT2211;20;8;47;4;2;0;0;0;0.825;0.176;0;1;1;129
MAT2212;18;8;47;5;0;0;0;0;0.412;-0.675;0;1;1;131
MAT2213;20;6;30;6;1;0;0;0;0.982;-0.599;0;1;1;61
MAT2215;18;6;36;4;3;0;0;0;0.87;-0.185;0;1;1;76
MAT2216;18;12;44;4;0;0;0;0;0.615;-2.693;0;1;1;91
MAT2217;20;6;34;5;1;0;0;0;0.877;0.921;0;1;1;71
MAT2218;19;9;32;5;2;0;0;0;0.744;-0.602;0;1;1;56
MAT2219;18;6;30;6;2;0;0;0;1.305;-0.264;0;1;1;118
MAT2222;20;6;34;4;0;0;0;0;0.856;-0.076;0;1;1;71
MAT2223;17;6;34;4;0;0;0;0;4.394;-1.449;0;0.185424;1;71
MAT2224;19;9;32;6;2;0;0;0;1.065;-0.39;0;1;1;56
MAT2225;18;6;35;6;2;0;0;0;0.811;0.105;0;1;1;82
MAT2227;20;6;35;6;2;0;0;0;0.463;2.477;0;1;1;80
MAT2228;17;6;34;3;0;0;0;0;0.585;-0.74;0;1;1;71
MAT2230;18;8;47;4;0;0;0;0;0.302;2.851;0;1;1;134
MAT2231;18;12;43;3;1;0;0;0;1.574;-0.537;0;0.077056;1;8
MAT2232;20;6;34;3;3;0;0;0;2.551;-0.605;0;0.061441;1;71
MAT2233;20;6;30;3;3;0;0;0;2.521;-0.707;0;0.063469;1;61
MAT2235;18;12;43;5;0;0;0;0;0.842;0.654;0;1;1;8
MAT2240;19;9;32;3;2;0;0;0;1.794;-0.915;0;0.137928;1;56
MAT2241;20;6;30;6;1;0;0;0;1.455;-0.121;0;0.474005;1;118
MAT2242;20;12;44;6;0;0;0;0;1.113;-0.146;0;1;1;2
MAT2244;17;6;34;3;2;0;0;0;1.589;-1.082;0;1;1;71
MAT2247;20;6;44;4;0;0;0;0;0.494;-0.103;0;1;1;111
MAT2248;17;6;34;4;0;0;0;0;0.813;-0.406;0;1;1;71
MAT2249;20;9;39;5;0;0;0;0;1.948;-1.363;0;0.218181;1;29
MAT2250;18;6;35;4;0;0;0;0;2.043;-0.288;0;0.076749;1;82
MAT2257;20;6;30;5;1;0;0;0;0.786;1.126;0;1;1;66
MAT2258;17;12;43;5;0;0;0;0;0.726;-1.431;0;1;1;2
MAT2261;19;9;32;3;0;0;0;0;1.628;-1.165;0;1;1;56
MAT2262;18;6;30;3;2;0;0;0;1.84;-0.906;0;0.406699;1;61
MAT2266;19;9;32;3;3;0;0;0;1.77;-1.441;0;0.516102;1;56
MAT2269;19;9;32;3;2;0;0;0;1.278;-0.559;0;1;1;56
MAT2272;19;9;32;3;2;0;0;0;1.407;-1.054;0;1;1;56
MAT2279;18;12;44;3;2;0;0;0;0.749;0.314;0;1;1;1
MAT2281;18;12;44;6;2;0;0;0;0.781;0.859;0;1;1;152
MAT2283;18;6;35;5;0;0;0;0;1.066;0.876;0;1;1;81
MAT2284;20;6;30;4;0;0;0;0;1.092;-0.024;0;1;1;61
MAT2295;18;12;43;4;0;0;0;0;0.575;1.256;0;1;1;2
MAT230;18;6;36;3;0;0.03;0.48;0.37;1.48;-0.217;0;0.496744;1;76
MAT2320;18;12;43;6;0;0;0;0;0.568;-0.317;0;1;1;8
MAT2323;20;6;34;3;0;0;0;0;0.616;1.661;0;1;1;71
MAT2324;20;6;34;5;0;0;0;0;0.81;1.367;0;1;1;71
MAT2326;20;6;34;6;0;0;0;0;0.586;1.823;0;1;1;71
MAT2328;20;6;34;4;0;0;0;0;1.195;-0.101;0;1;1;71
MAT2331;18;8;45;3;0;0;0;0;1.167;-1.784;0;1;1;122
MAT2332;20;6;34;6;0;0;0;0;0.539;2.371;0;1;1;71
MAT2335;20;6;34;5;0;0;0;0;0.914;-0.681;0;1;1;71
MAT2336;18;6;30;3;0;0.01;0.46;0.52;1.832;-1.256;0;1;1;118
MAT2337;18;6;44;3;0;0.01;0.47;0.51;2.876;-1.527;0;0.154911;1;111
MAT2338;20;12;43;3;0;0;0;0;1.138;-0.496;0;1;1;2
MAT2339;18;6;34;3;0;0.03;0.49;0.37;0.841;-0.694;0;1;1;71
MAT234;20;6;34;3;0;0.02;0.47;0.59;2.18;-0.983;0;0.133285;1;71
MAT2341;19;9;32;4;3;0.01;0.29;0.21;1.186;-1.007;0;1;1;56
MAT2343;20;6;30;3;2;0.01;0.39;0.36;0.74;-0.185;0;1;1;61
MAT2344;20;6;35;6;2;0.05;0.35;0.27;1.229;0.104;0;1;1;82
MAT2351;20;9;33;5;0;0.03;0.35;0.26;0.498;1.275;0;1;1;58
MAT2353;18;12;43;6;0;0.02;0.38;0.44;0.773;0.414;0;1;1;1
MAT2357;20;6;34;5;0;0;0;0;1.071;0.678;0;1;1;71
MAT2358;20;11;41;4;0;0;0;0;2.838;-1.272;0;0.040744;1;31
MAT2361;20;6;34;6;0;0;0;0;1.367;0.268;0;0.386832;1;71
MAT2362;20;6;34;3;0;0;0;0;1.585;-0.891;0;1;1;71
MAT2363;20;6;34;3;0;0;0;0;2.643;-1.049;0;0.076574;1;71
MAT2364;20;6;34;3;0;0;0;0;2.124;-0.848;0;0.105915;1;71
MAT2367;18;6;44;3;3;0;0;0;1.784;-1.499;0;1;1;111
MAT2368;20;8;47;3;0;0.01;0.39;0.25;1.382;-0.085;0;0.179207;1;130
MAT2373;20;11;41;3;0;0;0;0;1.005;-0.063;0;1;1;34
MAT2374;20;11;41;4;0;0;0;0;0.377;-1.597;0;1;1;34
MAT2376;19;9;32;3;0;0;0;0;1.445;-1.109;0;1;1;56
MAT2379;20;6;35;5;0;0;0;0;1.292;0.606;0;0.672026;1;82
MAT2380;20;6;35;6;0;0;0;0;0.738;0.648;0;1;1;82
MAT2381;18;6;30;4;0;0;0;0;1.235;-1.5;0;1;1;118
MAT2384;20;11;41;3;0;0;0;0;0.686;0.195;0;1;1;31
MAT2385;20;6;34;3;0;0;0;0;2.537;-1.022;0;0.0832;1;71
MAT2389;20;8;47;6;0;0;0;0;1.076;0.16;0;1;1;129
MAT2394;18;6;35;4;3;0;0;0;0.968;-0.4;0;1;1;82
MAT2395;20;8;47;6;0;0;0;0;0.583;1.062;0;1;1;129
MAT2402;20;11;41;4;0;0;0;0;0.7;0.16;0;1;1;34
MAT2404;19;9;32;3;3;0;0;0;0.946;0.384;0;1;1;56
MAT2406;20;12;43;3;0;0;0;0;0.844;0.117;0;1;1;3
MAT2409;19;9;32;4;2;0;0;0;0.997;1.196;0;1;1;56
MAT2410;19;9;32;3;2;0;0;0;2.247;-1.499;0;0.157263;1;56
MAT2411;20;12;43;3;0;0;0;0;0.459;2.327;0;1;1;2
MAT2416;20;6;34;4;2;0;0;0;0.836;0.144;0;1;1;71
MAT2427;20;11;41;3;0;0;0;0;1.306;0.097;0;0.172771;1;34
MAT2428;19;9;32;3;2;0;0;0;2.185;-1.743;0;0.234117;1;56
MAT2429;18;12;44;6;3;0;0;0;0.911;-0.112;0;1;1;1
MAT2431;18;12;43;5;0;0;0;0;0.757;-1.005;0;1;1;8
MAT2432;20;6;34;5;0;0;0;0;0.646;-0.345;0;1;1;71
MAT2434;20;12;44;6;0;0;0;0;0.693;-1.33;0;1;1;0
MAT2436;19;9;32;5;0;0;0;0;1.237;-0.511;0;1;1;56
MAT244;18;9;39;3;0;0;0.4;0.47;0.93;-1.054;0;1;1;2
MAT2446;20;6;35;5;0;0.01;0.37;0.39;1.57;-0.704;0;1;1;80
MAT2448;18;12;44;3;0;0.01;0.4;0.44;1.116;-0.935;0;1;1;1
MAT2449;18;12;44;3;0;0.01;0.4;0.44;1.101;-1.465;0;1;1;1
MAT2452;20;8;47;6;0;0;0;0;0.607;2.677;0;1;1;130
MAT2456;20;12;44;5;0;0;0;0;0.788;0.293;0;1;1;35
MAT2457;18;6;34;5;0;0;0;0;1.196;-1.044;0;1;1;71
MAT2458;20;8;47;4;1;0.01;0.34;0.21;0.883;0.365;0;1;1;130
MAT2459;18;9;39;4;0;0;0;0;1.698;-1.383;0;1;1;88
MAT2460;20;6;34;3;2;0;0;0;3.428;-1.335;0;0.095677;1;71
MAT2466;20;11;41;5;0;0;0;0;1.908;-1.581;0;0.114083;1;31
MAT2468;20;8;47;5;0;0.03;0.32;0.23;1.343;1.072;0;0.303877;1;131
MAT2481;18;12;43;3;0;0;0;0;1.09;-1.251;0;1;1;8
MAT2484;18;8;45;6;2;0;0;0;0.956;-0.252;0;1;1;121
MAT2488;20;6;34;3;3;0;0;0;2.096;-1.973;0;0.56562;1;71
MAT2489;20;6;30;4;0;0;0;0;0.855;0.456;0;1;1;61
MAT2494;17;6;34;5;0;0;0;0;1.809;-1.642;0;0.840094;1;72
MAT2495;19;9;32;4;0;0;0;0;2.12;-0.199;0;0.06034;1;56
MAT2497;20;11;41;3;0;0;0;0;1.6;-2.069;0;0.477913;1;32
MAT2498;20;11;41;4;0;0;0;0;0.698;-2.189;0;1;1;32
MAT2499;19;9;32;4;0;0;0;0;1.167;0.595;0;1;1;56
MAT2502;19;9;32;5;0;0;0;0;0.574;1.803;0;1;1;56
MAT2507;18;12;44;4;3;0;0;0;0.762;-0.583;0;1;1;1
MAT2508;18;12;44;4;3;0;0;0;0.918;-0.977;0;1;1;1
MAT2509;18;6;34;4;0;0;0;0;1.349;-0.279;0;1;1;71
MAT2510;20;11;41;5;0;0;0;0;0.931;0.060183;0;1;1;32
MAT2512;18;12;43;3;0;0.02;0.36;0.25;0.693;0.667;0;1;1;1
MAT2513;20;11;41;4;0;0;0;0;0.974;-0.409;0;1;1;31
MAT2515;18;11;41;4;0;0.01;0.29;0.34;0.951;-0.579;0;1;1;31
MAT2530;18;6;35;7;3;0;0;0;0.875;0.822;0;1;1;82
MAT2546;18;6;30;6;0;0;0;0;0.776;0.778;0;1;1;61
MAT2551;18;6;30;4;0;0;0;0;1.256;0.593;0;1;1;66
MAT2554;18;6;30;3;2;0;0;0;0.58;1.022;0;1;1;66
MAT256;19;9;32;4;3;0.02;0.39;0.6;1.545;-1.065;0;1;1;56
MAT2560;18;6;30;3;0;0;0;0;1.414;-0.821;0;1;1;61
MAT257;19;9;0;4;2;0.02;0.48;0.51;1.572;-0.999;0;1;1;0
MAT2582;19;6;30;4;2;0;0;0;0.628;0.825;0;1;1;61
MAT2583;18;8;47;6;2;0;0;0;0.419;2.141;0;1;1;131
MAT2587;20;6;34;4;2;0;0;0;0.419;2.652;0;1;1;71
MAT2588;20;6;30;5;2;0;0;0;0.611;0.718;0;1;1;66
MAT2592;20;11;41;3;0;0;0;0;1.651;-1.136;0;0.128944;1;31
MAT2595;19;11;41;5;0;0;0;0;1.349;-0.885;0;1;1;31
MAT2596;19;9;32;3;0;0;0;0;1.622;-0.966;0;0.446862;1;56
MAT2598;19;11;41;6;0;0;0;0;1.068;0.328;0;1;1;31
MAT2599;20;6;34;4;0;0;0;0;0.387;2.253;0;1;1;153
MAT2600;19;9;32;5;0;0;0;0;0.984;1.351;0;1;1;56
MAT2601;18;6;30;6;2;0;0;0;0.446;3.511;0;1;1;61
MAT2602;19;9;32;5;0;0;0;0;0.819;-0.193;0;1;1;56
MAT2603;20;9;32;5;0;0;0;0;0.539;0.158;0;1;1;56
MAT2606;19;12;44;6;0;0;0;0;0.594;-0.029;0;1;1;35
MAT2608;19;6;34;3;3;0;0;0;1.736;-1.287;0;1;1;71
MAT2609;20;6;35;5;3;0;0;0;1.059;0.268;0;1;1;80
MAT2610;20;6;35;6;2;0;0;0;0.851;-0.268;0;1;1;80
MAT2611;20;12;43;6;0;0;0;0;1.154;0.576;0;1;1;9
MAT2613;18;6;30;4;0;0;0;0;0.554;0.244;0;1;1;61
MAT2614;18;12;43;3;0;0;0;0;1.14;-0.468;0;1;1;4
MAT2615;20;8;47;4;0;0;0;0;0.813;1.943;0;1;1;129
MAT2617;20;6;34;5;2;0;0;0;1.251;-0.232;0;1;1;71
MAT2618;20;6;34;3;0;0;0;0;1.436;-0.049;0;0.448725;1;71
MAT2619;20;8;47;5;0;0;0;0;1.293;-0.2;0;1;1;130
MAT2620;18;6;30;3;0;0;0;0;0.941;-0.328;0;1;1;61
MAT2623;20;6;34;5;2;0;0;0;0.929;0.45;0;1;1;71
MAT2624;18;12;43;3;0;0;0;0;0.934;-0.239;0;1;1;2
MAT2625;18;12;43;4;0;0;0;0;0.751;-0.27;0;1;1;8
MAT2626;19;6;44;3;2;0;0;0;1.264;-0.829;0;1;1;111
MAT2628;18;6;44;3;3;0;0;0;2.317;-2.031;0;0.54501;1;111
MAT2633;18;6;30;6;0;0;0;0;0.56;0.812;0;1;1;118
MAT2634;18;6;30;3;0;0;0;0;1.491;-0.589;0;1;1;118
MAT2635;18;6;35;4;0;0;0;0;1.972;-0.614;0;0.109002;1;80
MAT2636;20;8;47;3;2;0;0;0;1.453;-0.694;0;0.623662;1;130
MAT2638;20;6;30;4;0;0;0;0;0.384;3.357;0;1;1;118
MAT2639;18;6;30;4;0;0;0;0;0.806;1.205;0;1;1;61
MAT2641;20;6;34;4;2;0;0;0;1.322;0.728;0;0.479557;1;71
MAT2643;18;6;30;3;0;0;0;0;0.871;0.212;0;1;1;61
MAT2651;18;6;44;3;0;0;0;0;0.899;0.123;0;1;1;111
MAT2652;18;12;43;4;0;0;0;0;0.477;-2.235;0;1;1;4
MAT2653;18;6;44;3;0;0;0;0;1.309;-0.301;0;1;1;111
MAT2655;20;6;34;4;0;0;0;0;1.344;0.185;0;0.720609;1;71
MAT2665;18;6;30;5;0;0;0;0;1.057;0.965;0;1;1;66
MAT2666;18;6;30;5;0;0;0;0;0.616;1.088;0;1;1;118
MAT2668;18;6;30;4;2;0;0;0;1.059;-0.929;0;1;1;118
MAT2671;20;12;44;5;0;0;0;0;0.74;-0.428;0;1;1;35
MAT2677;20;8;47;3;2;0.02;0.47;0.49;0.825;-1.682;0;1;1;130
MAT2678;20;12;44;6;0;0.04;0.45;0.34;1.155;1.38;0;1;1;3
MAT2683;18;12;43;4;1;0;0.33;0.83;0.739;1.13;0;1;1;8
MAT2688;20;8;47;4;3;0.02;0.47;0.49;1.481;-1.07;0;0.548228;1;130
MAT2692;18;6;30;3;0;0;0;0;2.05;-0.843;0;0.137787;1;64
MAT2694;20;8;45;3;2;0;0;0;1.207;-0.889;0;1;1;123
MAT2698;18;8;47;6;0;0;0;0;0.52;1.687;0;1;1;131
MAT2701;19;6;30;5;0;0;0;0;1.024;0.208;0;1;1;66
MAT2702;17;8;45;4;1;0;0;0;0.836;0.065;0;1;1;122
MAT2708;18;12;43;4;0;0;0;0;0.805;-0.995;0;1;1;8
MAT2711;18;12;43;3;0;0;0;0;0.549;1.53;0;1;1;8
MAT2723;19;9;32;3;0;0;0;0;0.924;-1.124;0;1;1;56
MAT2725;18;6;30;5;0;0;0;0;1.029;0.491;0;1;1;64
